GEOLEV2,EMPLOYED_POP,UNEMPLOYED_POP,EMP_IN_POP,EMP_UK_POP,EMPLOYED_PCT,UNEMPLOYED_PCT,EMP_IN_PCT,EMP_UK_PCT
484032002,1706,256,1762,14,45.64,6.85,47.14,0.37
484032003,744,104,971,18,40.5,5.66,52.86,0.98
484032004,4250,950,4604,26,43.23,9.66,46.84,0.26
484032005,19975,3428,15975,78,50.63,8.69,40.49,0.2
484032006,2744,822,2755,12,43.33,12.98,43.5,0.19
484032007,4883,971,5661,24,42.32,8.41,49.06,0.21
484032008,4158,816,5014,27,41.52,8.15,50.06,0.27
484032009,2531,1069,4054,31,32.93,13.91,52.75,0.4
484032010,90762,15745,75395,624,49.73,8.63,41.31,0.34
484032011,1126,251,1276,29,41.98,9.36,47.58,1.08
484032012,2371,412,3319,52,38.53,6.69,53.93,0.84
484032013,5158,2606,8059,19,32.56,16.45,50.87,0.12
484032014,540,123,626,6,41.7,9.5,48.34,0.46
484032015,6351,2519,8907,93,35.54,14.1,49.84,0.52
484032016,99998,10833,67559,313,55.96,6.06,37.81,0.18
484032017,1527,470,1624,12,42.03,12.94,44.7,0.33
484032018,9479,1480,8308,102,48.94,7.64,42.89,0.53
484032019,24680,3343,19313,238,51.88,7.03,40.6,0.5
484032020,1192,259,1817,13,36.33,7.89,55.38,0.4
484032021,7399,1707,5830,116,49.16,11.34,38.73,0.77
484032022,4410,1478,4017,35,44.37,14.87,40.41,0.35
484032023,19148,2423,17030,83,49.5,6.26,44.02,0.21
484032024,4279,868,4479,32,44.31,8.99,46.38,0.33
484032025,4842,1976,6627,40,35.91,14.65,49.14,0.3
484032026,926,90,1035,14,44.84,4.36,50.12,0.68
484032027,594,692,638,3,30.83,35.91,33.11,0.16
484032028,7614,2015,7750,46,43.7,11.56,44.48,0.26
484032029,924,191,867,7,46.46,9.6,43.59,0.35
484032030,3179,477,3337,16,45.36,6.81,47.61,0.23
484032031,5074,577,4794,16,48.5,5.52,45.83,0.15
484032032,1504,520,1607,21,41.18,14.24,44.0,0.58
484032033,11146,1205,9440,30,51.08,5.52,43.26,0.14
484032034,4467,875,6830,47,36.56,7.16,55.9,0.38
484032035,14244,2969,15391,129,43.52,9.07,47.02,0.39
484032036,5341,1373,6339,22,40.85,10.5,48.48,0.17
484032037,19727,6019,27989,175,36.59,11.16,51.92,0.32
484032038,23690,4234,23307,67,46.18,8.25,45.43,0.13
484032039,6741,1557,8100,88,40.89,9.44,49.13,0.53
484032040,21825,3200,23600,64,44.83,6.57,48.47,0.13
484032041,443,65,589,6,40.16,5.89,53.4,0.54
484032042,5768,1166,6009,39,44.43,8.98,46.29,0.3
484032043,2742,628,3047,21,42.59,9.75,47.33,0.33
484032044,1749,661,2914,42,32.59,12.32,54.3,0.78
484032045,10983,1342,8645,96,52.14,6.37,41.04,0.46
484032046,9621,3486,11848,81,38.43,13.92,47.32,0.32
484032047,3058,895,3834,29,39.12,11.45,49.05,0.37
484032048,8781,6136,11277,102,33.39,23.33,42.88,0.39
484032049,6234,1468,7143,161,41.54,9.78,47.6,1.07
484032050,3805,1045,5186,0,37.91,10.41,51.67,0.0
484032051,5404,1582,6973,36,38.61,11.3,49.82,0.26
484032052,11549,2080,11143,238,46.18,8.32,44.55,0.95
484032053,64747,6044,48620,162,54.15,5.05,40.66,0.14
